City_ID,City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,sinnamary,5.3833,-52.95,80.64,74,94,6.49,GF,1667565710
287,boende,-0.2167,20.8667,77.72,92,88,2.59,CD,1667565710
288,dingle,10.9995,122.6711,76.98,88,32,6.67,PH,1667565710
289,dudinka,69.4058,86.1778,13.95,89,100,17.02,RU,1667565711
290,yarmouth,41.7057,-70.2286,59.97,98,0,5.01,US,1667565711
291,gien,47.6933,2.6309,50.56,77,90,7.14,FR,1667565712
292,mandera,3.9366,41.867,90.03,41,100,7.27,KE,1667565712
293,narsaq,60.9167,-46.05,46.62,70,100,7.27,GL,1667565713
294,armidale,-30.5167,151.65,46.2,97,70,7.02,AU,1667565713
295,mar del plata,-38.0023,-57.5575,64.83,70,0,15.99,AR,1667565713
296,tongchuan,35.0806,109.0897,48.31,74,31,1.12,CN,1667565714
297,kushiro,42.975,144.3747,36.82,66,0,7.36,JP,1667565621
298,nkayi,-4.1841,13.2884,84.69,66,85,5.03,CG,1667565714
299,maple creek,49.9168,-109.4848,28.45,69,13,12.66,CA,1667565714
300,ancud,-41.8697,-73.8203,55.22,83,61,6.49,CL,1667565715
301,chimoio,-19.1164,33.4833,78.93,63,74,5.12,MZ,1667565715
302,indi,17.1667,75.9667,81.5,48,1,7.76,IN,1667565716
303,sao felix do xingu,-6.6447,-51.995,79.84,81,98,3.91,BR,1667565716
304,rawson,-43.3002,-65.1023,77.32,22,0,24.94,AR,1667565716
305,mahebourg,-20.4081,57.7,80.89,65,75,11.5,MU,1667565717
306,kita,13.0349,-9.4895,97.09,10,0,4.65,ML,1667565717
307,saint-joseph,-21.3667,55.6167,75.58,81,97,6.33,RE,1667565717
308,nohar,29.1833,74.7667,86.94,24,0,6.15,IN,1667565718
309,ankang,32.68,109.0172,53.98,84,99,3.2,CN,1667565711
310,zykovo,55.9519,93.1461,32.74,91,41,2.28,RU,1667565718
311,tiarei,-17.5333,-149.3333,78.01,85,96,22.93,PF,1667565719
312,kenai,60.5544,-151.2583,26.15,75,100,6.91,US,1667565719
313,lincoln,40.8,-96.667,36.9,89,100,19.57,US,1667565567
314,kijang,35.2442,129.2139,46.13,24,7,5.59,KR,1667565719
315,mahajanga,-15.7167,46.3167,80.91,69,54,12.12,MG,1667565571
316,port macquarie,-31.4333,152.9167,54.9,72,17,1.95,AU,1667565720
317,tsabong,-26.0217,22.401,90.88,7,100,20.54,BW,1667565720
318,tasiilaq,65.6145,-37.6368,30.36,85,100,19.53,GL,1667565721
319,santa rosa,14.3122,121.1114,81.09,81,18,7.7,PH,1667565509
320,nassjo,57.6531,14.6968,49.12,80,100,11.92,SE,1667565721
321,ucluelet,48.9329,-125.5528,46.09,93,100,1.01,CA,1667565722
322,bac lieu,9.285,105.7244,77.74,89,100,10.18,VN,1667565614
323,herat,34.5,62.0,55.65,63,96,6.22,AF,1667565723
324,souillac,-20.5167,57.5167,80.98,65,75,11.5,MU,1667565723
325,san lawrenz,36.0553,14.204,76.86,66,2,4.0,MT,1667565723
326,houma,29.5958,-90.7195,73.0,100,40,6.91,US,1667565518
327,bowen,-20.0167,148.2333,74.64,62,0,20.78,AU,1667565725
328,te anau,-45.4167,167.7167,44.15,86,97,5.53,NZ,1667565726
329,trat,12.5,102.5,74.84,71,88,3.06,TH,1667565727
330,havre-saint-pierre,50.2334,-63.5986,37.4,93,100,3.44,CA,1667565728
331,nikel,69.4128,30.222,37.58,98,100,9.48,RU,1667565728
332,boyolangu,-8.1181,111.8935,77.36,91,100,3.47,ID,1667565728
333,fort nelson,58.8053,-122.7002,9.99,85,100,3.44,CA,1667565729
334,inhambane,-23.865,35.3833,84.18,61,20,11.5,MZ,1667565729
335,davila,18.4726,120.5763,76.98,84,29,15.68,PH,1667565730
336,ahuimanu,21.4447,-157.8378,78.51,84,40,5.75,US,1667565730
337,vila velha,-20.3297,-40.2925,71.55,75,40,16.11,BR,1667565731
338,tahoua,14.8888,5.2692,91.38,14,99,11.5,NE,1667565731
339,dandong,40.1292,124.3947,34.25,48,0,3.58,CN,1667565731
340,qaqortoq,60.7167,-46.0333,36.32,75,100,6.64,GL,1667565732
341,praia,14.9215,-23.5087,81.81,61,90,15.26,CV,1667565732
342,tracy,37.7397,-121.4252,44.22,71,64,3.0,US,1667565511
343,manassas,38.751,-77.4753,55.49,97,8,1.7,US,1667565733
344,havoysund,70.9963,24.6622,44.83,85,100,7.94,NO,1667565733
345,khorramabad,33.4878,48.3558,67.62,32,20,9.22,IR,1667565733
346,vangaindrano,-23.35,47.6,78.57,71,60,9.71,MG,1667565734
347,lahan,26.7296,86.4951,72.61,54,0,3.22,NP,1667565734
348,vila,42.0304,-8.1588,52.68,70,100,5.82,PT,1667565735
349,klamath falls,42.2249,-121.7817,35.06,83,100,1.99,US,1667565551
350,micheweni,-4.9667,39.8333,82.09,64,18,8.28,TZ,1667565736
351,ulaangom,49.9811,92.0667,26.83,87,94,0.29,MN,1667565736
352,muros,42.7762,-9.0603,63.84,58,100,3.36,ES,1667565737
353,diego de almagro,-26.3667,-70.05,67.46,25,0,5.48,CL,1667565738
354,waw,7.7029,27.9953,95.77,26,72,6.22,SS,1667565738
355,kurtamysh,54.9103,64.4319,31.23,85,100,7.0,RU,1667565739
356,myatlevo,54.8969,35.6762,31.98,67,12,4.36,RU,1667565739
357,bellevue,47.6104,-122.2007,51.78,92,100,23.0,US,1667565678
358,grindavik,63.8424,-22.4338,43.27,81,75,12.66,IS,1667565740
359,santa ana,33.7456,-117.8678,54.66,59,0,3.44,US,1667565607
360,beloha,-25.1667,45.05,74.98,67,63,18.16,MG,1667565741
361,vanavara,60.34,102.2797,7.7,98,70,2.75,RU,1667565741
362,ahtopol,42.1,27.95,63.16,69,16,12.39,BG,1667565741
363,hibbing,47.4272,-92.9377,33.4,64,100,9.22,US,1667565500
364,bulgan,48.8125,103.5347,25.99,60,100,1.99,MN,1667565742
365,rundu,-17.9333,19.7667,87.84,31,100,4.54,NA,1667565743
366,cherskiy,68.75,161.3,-15.18,90,71,4.38,RU,1667565744
367,hami,42.8,93.45,48.63,26,16,6.31,CN,1667565744
368,maumere,-8.6199,122.2111,81.84,79,89,5.39,ID,1667565744
369,rio gallegos,-51.6226,-69.2181,59.05,63,0,11.5,AR,1667565745
370,mormugao,15.4,73.8,82.49,75,71,10.96,IN,1667565745
371,boddam,57.4667,-1.7833,51.49,69,46,20.13,GB,1667565746
372,longyearbyen,78.2186,15.6401,26.44,93,75,1.14,SJ,1667565669
373,santo antonio do sudoeste,-26.0736,-53.7253,67.71,57,0,3.65,BR,1667565746
374,ambilobe,-13.2,49.05,85.33,45,89,10.2,MG,1667565747
375,hobyo,5.3505,48.5268,82.56,64,39,10.22,SO,1667565747
376,alizai,33.5383,70.3462,70.21,36,100,5.66,PK,1667565747
377,ada,43.4166,-116.1262,32.61,89,100,6.91,US,1667565748
378,melton,-37.6833,144.5833,54.63,84,48,1.52,AU,1667565748
379,jalu,29.0331,21.5482,76.69,33,92,6.26,LY,1667565749
380,saint-louis,16.3333,-15.0,92.84,7,13,13.35,SN,1667565749
381,hlotse,-28.8718,28.045,70.39,47,18,20.18,LS,1667565749
382,bonthe,7.5264,-12.505,87.44,63,31,5.57,SL,1667565751
383,moose factory,51.2585,-80.6094,57.18,72,40,16.11,CA,1667565751
384,lehigh acres,26.6254,-81.6248,71.94,97,0,6.91,US,1667565752
385,monte santo,-10.4378,-39.3328,66.56,95,100,5.32,BR,1667565752
386,nioro,13.35,-15.75,92.68,18,33,8.46,GM,1667565752
387,chapais,49.7834,-74.8492,49.78,81,100,12.37,CA,1667565753
388,tahe,52.3333,124.7333,20.23,91,100,3.18,CN,1667565753
389,pekan,3.4836,103.3996,80.71,85,99,5.59,MY,1667565754
390,kupang,-10.1667,123.5833,81.95,76,100,8.72,ID,1667565754
391,knokke-heist,51.3333,3.3333,55.42,80,100,5.99,BE,1667565754
392,kapoeta,4.7717,33.5903,91.4,31,100,13.29,SS,1667565755
393,mamallapuram,12.6264,80.1722,82.45,82,16,9.64,IN,1667565755
394,dapaong,10.8639,0.205,94.24,23,58,6.13,TG,1667565755
395,amapa,1.0,-52.0,71.47,99,100,2.59,BR,1667565756
396,mercedes,-34.6515,-59.4307,69.04,42,0,11.43,AR,1667565756
397,kirovskiy,45.0917,133.5136,25.81,51,0,5.17,RU,1667565757
398,thessalon,46.2501,-83.5666,55.69,83,100,9.98,CA,1667565741
399,camopi,3.1655,-52.3158,71.4,98,100,1.95,GF,1667565757
400,iqaluit,63.7506,-68.5145,11.93,73,100,4.61,CA,1667565757
401,buala,-8.145,159.5921,79.77,81,85,0.51,SB,1667565758
402,acari,-15.4311,-74.6158,70.34,62,25,5.23,PE,1667565758
403,shangzhi,45.2167,127.9667,24.58,45,0,7.25,CN,1667565758
404,polunochnoye,60.8697,60.4153,17.2,96,97,5.06,RU,1667565759
405,dryden,49.7833,-92.7503,28.69,80,75,9.22,CA,1667565759
406,nokaneng,-19.6667,22.2667,85.69,40,69,2.75,BW,1667565759
407,kendari,-3.945,122.4989,77.97,90,100,2.59,ID,1667565760
408,mesker-yurt,43.2515,45.9072,48.51,58,100,7.18,RU,1667565760
409,pingxiang,27.6167,113.85,58.44,71,78,3.33,CN,1667565760
410,zaysan,47.4667,84.8667,45.64,46,8,3.69,KZ,1667565760
411,suhbaatar,50.2314,106.2078,24.31,66,95,3.51,MN,1667565762
412,sur,22.5667,59.5289,86.05,44,12,4.05,OM,1667565762
413,bubaque,11.2833,-15.8333,81.91,60,100,6.26,GW,1667565762
414,taloqan,36.7361,69.5345,62.85,59,100,5.08,AF,1667565763
415,borgarnes,64.5383,-21.9206,41.81,77,100,7.58,IS,1667565763
416,isangel,-19.55,169.2667,75.31,94,0,1.14,VU,1667565763
417,along,28.1667,94.7667,63.75,78,0,1.3,IN,1667565764
418,ixtapa,20.7,-105.2,70.23,88,0,6.91,MX,1667565764
419,aswan,24.0934,32.907,87.1,21,0,6.91,EG,1667565764
420,pafos,34.7667,32.4167,74.98,57,20,10.36,CY,1667565605
421,sterling,39.0062,-77.4286,55.54,97,20,0.0,US,1667565765
422,kerouane,9.2667,-9.0167,87.89,30,99,6.38,GN,1667565765
423,sim,54.993,57.6982,29.01,79,53,2.93,RU,1667565765
424,roald,62.5833,6.1333,52.75,87,75,6.91,NO,1667565766
425,sibolga,1.7427,98.7792,74.35,96,100,2.24,ID,1667565766
426,regidor,8.6657,-73.8215,76.68,92,100,2.33,CO,1667565766
427,griffith,41.5284,-87.4237,63.05,67,100,14.97,US,1667565767
428,saint anthony,45.0205,-93.218,41.25,89,100,13.8,US,1667565767
429,sao joao do paraiso,-15.3136,-42.0144,58.41,92,100,6.96,BR,1667565767
430,hualmay,-11.0964,-77.6139,63.45,82,76,6.55,PE,1667565768
431,finschhafen,-6.6024,147.8681,80.02,83,100,4.03,PG,1667565768
432,letlhakane,-21.4167,25.5833,91.94,24,93,8.9,BW,1667565768
433,cruzeiro do sul,-29.5128,-51.9853,67.51,69,100,4.0,BR,1667565769
434,laon,49.5667,3.6667,54.0,70,92,10.42,FR,1667565769
435,morris,40.8334,-74.5329,52.99,60,20,0.0,US,1667565644
436,aksarka,66.5606,67.7975,7.38,85,32,6.8,RU,1667565769
437,la plata,-34.9215,-57.9545,71.04,51,0,11.1,AR,1667565754
438,ostersund,63.1792,14.6357,46.62,87,75,10.36,SE,1667565770
439,zharkent,44.1628,80.0,51.28,35,100,2.33,KZ,1667565681
440,sroda wielkopolska,52.2284,17.2762,53.89,59,99,7.72,PL,1667565770
441,garowe,8.4054,48.4845,88.45,35,3,5.44,SO,1667565770
442,los llanos de aridane,28.6585,-17.9182,73.15,83,40,13.8,ES,1667565771
443,pisco,-13.7,-76.2167,62.65,82,100,3.44,PE,1667565771
444,vasai,19.47,72.8,91.49,56,0,7.85,IN,1667565771
445,saldanha,-33.0117,17.9442,77.05,79,54,11.25,ZA,1667565772
446,entre rios,-11.9419,-38.0844,69.55,95,100,4.81,BR,1667565772
447,bam,29.106,58.357,71.44,40,49,3.67,IR,1667565773
448,carutapera,-1.195,-46.02,86.7,61,29,6.76,BR,1667565773
449,goderich,43.7501,-81.7165,59.32,72,29,16.11,CA,1667565707
450,natal,-5.795,-35.2094,82.62,69,75,13.8,BR,1667565609
451,haines junction,60.7522,-137.5108,17.55,62,100,16.11,CA,1667565774
452,lake cowichan,48.825,-124.0546,41.72,100,100,1.45,CA,1667565774
453,kununurra,-15.7667,128.7333,90.7,37,6,4.9,AU,1667565775
454,byron bay,-28.65,153.6167,59.94,75,16,9.6,AU,1667565661
455,belaya gora,68.5333,146.4167,-19.3,100,54,0.69,RU,1667565775
456,ulverstone,-41.15,146.1667,50.22,88,0,4.34,AU,1667565776
457,lima,-12.0432,-77.0282,59.25,88,100,9.22,PE,1667565722
458,temerloh,3.4483,102.4176,74.98,99,100,1.01,MY,1667565776
459,egvekinot,66.3167,-179.1667,0.61,84,3,7.43,RU,1667565778
460,umm lajj,25.0213,37.2685,81.72,51,100,10.25,SA,1667565778
461,yar-sale,66.8333,70.8333,8.62,96,65,6.49,RU,1667565778
462,ceres,37.5949,-120.9577,44.06,93,0,0.0,US,1667565779
463,alofi,-19.0595,-169.9187,75.09,88,75,8.05,NU,1667565763
464,formosa,-26.1775,-58.1781,69.78,52,0,8.05,AR,1667565662
465,dvinskoy,62.1535,45.1175,26.38,95,16,3.24,RU,1667565779
466,akureyri,65.6835,-18.0878,40.93,81,75,1.14,IS,1667565779
467,meulaboh,4.1363,96.1285,75.63,92,100,9.55,ID,1667565780
468,shimoda,34.6667,138.95,58.1,84,66,17.56,JP,1667565780
469,padang,-0.9492,100.3543,77.63,91,100,6.8,ID,1667565780
470,alibag,18.6411,72.8792,91.47,59,0,5.91,IN,1667565781
471,khakurinokhabl,45.0201,40.2291,56.1,58,29,10.69,RU,1667565781
472,flin flon,54.7682,-101.865,17.44,93,100,8.05,CA,1667565781
473,barra do corda,-5.5,-45.25,74.28,94,100,4.92,BR,1667565782
474,pangody,65.85,74.4859,9.79,99,81,4.38,RU,1667565782
475,manyana,-23.4,21.7167,90.93,15,98,13.29,BW,1667565782
476,velykyy burluk,50.0379,37.3987,41.54,81,100,3.56,UA,1667565783
477,carman,49.4992,-98.0016,21.54,86,70,6.91,CA,1667565783
478,otradnyy,53.376,51.3452,31.6,87,100,7.29,RU,1667565783
479,koslan,63.4564,48.8989,23.13,84,11,2.44,RU,1667565784
480,leningradskiy,69.3833,178.4167,5.2,95,100,8.93,RU,1667565784
481,wattegama,6.7989,81.4808,75.47,92,98,2.24,LK,1667565785
482,naron,43.5167,-8.1528,65.05,57,99,4.29,ES,1667565786
483,phaltan,17.9833,74.4333,77.07,36,0,5.17,IN,1667565787
484,paramonga,-10.6667,-77.8333,63.3,84,90,6.49,PE,1667565787
485,veraval,20.9,70.3667,82.29,58,3,4.41,IN,1667565788
486,heinola,61.2056,26.0381,37.0,86,100,4.45,FI,1667565788
487,general roca,-39.0333,-67.5833,76.62,15,69,25.68,AR,1667565788
488,tarragona,41.129,1.249,67.32,41,20,27.63,ES,1667565789
489,olafsvik,64.8945,-23.7142,41.23,80,100,14.56,IS,1667565789
490,la ronge,55.1001,-105.2842,19.62,93,100,16.11,CA,1667565789
491,sibu,2.3,111.8167,77.31,100,40,0.0,MY,1667565790
492,westport,41.1415,-73.3579,56.17,93,75,0.0,US,1667565642
493,kibondo,-3.5864,30.7203,75.52,49,75,3.65,TZ,1667565790
494,xining,36.6167,101.7667,40.12,52,50,3.47,CN,1667565791
495,zhangjiakou,40.81,114.8794,36.66,22,0,4.68,CN,1667565549
496,mana,5.6592,-53.7767,81.18,72,100,5.73,GF,1667565791
497,guane,22.2025,-84.0875,75.83,84,33,8.32,CU,1667565792
498,myingyan,21.4667,95.3833,78.6,60,21,4.54,MM,1667565792
499,kosh-agach,50.0,88.6667,26.53,51,87,1.14,RU,1667565792
500,yazman,29.1212,71.7446,85.48,19,0,4.25,PK,1667565793
501,itaueira,-7.6033,-43.0256,72.19,91,100,4.0,BR,1667565793
502,vilya,55.2456,42.2089,33.91,99,100,3.91,RU,1667565793
503,manado,1.487,124.8455,79.57,94,40,1.14,ID,1667565795
504,bad langensalza,51.1,10.65,56.19,82,100,8.61,DE,1667565795
505,baykit,61.67,96.37,10.36,99,95,2.06,RU,1667565795
506,vilyuysk,63.7553,121.6247,13.75,93,100,9.19,RU,1667565796
507,tres arroyos,-38.3739,-60.2798,69.75,36,0,12.59,AR,1667565796
508,usevya,-7.1,31.2333,92.97,22,100,3.91,TZ,1667565796
509,kenora,49.8167,-94.4337,25.77,74,75,6.91,CA,1667565731
510,victoria,22.2855,114.1577,75.38,84,96,11.01,HK,1667565631
511,wanning,18.8003,110.3967,72.99,90,55,8.12,CN,1667565797
512,shache,38.4167,77.2406,52.63,27,25,4.92,CN,1667565797
513,khuzhir,53.1939,107.3397,36.61,56,100,5.48,RU,1667565798
514,roros,62.5747,11.3842,44.44,70,75,8.05,NO,1667565798
515,bognor regis,50.7821,-0.6798,56.41,74,6,15.88,GB,1667565738
516,nisia floresta,-6.0911,-35.2086,82.78,49,64,11.56,BR,1667565798
517,sindor,62.8629,51.8905,21.25,95,11,3.44,RU,1667565799
518,abha,18.2164,42.5053,73.22,56,40,12.66,SA,1667565541
519,newtownards,54.5924,-5.6909,51.53,82,75,10.36,GB,1667565799
520,moskovskiy,55.5991,37.355,31.91,86,100,8.99,RU,1667565799
521,bombay,19.0144,72.8479,91.38,29,0,6.91,IN,1667565537
522,masuguru,-11.3667,38.4167,101.26,20,26,4.47,TZ,1667565800
523,gornopravdinsk,60.05,69.9,32.34,89,100,8.32,RU,1667565800
524,sorland,67.667,12.6934,48.06,81,100,8.9,NO,1667565800
525,mae sai,20.4335,99.8762,71.62,69,49,1.14,TH,1667565801
526,aripuana,-9.1667,-60.6333,80.6,39,38,4.27,BR,1667565801
527,kavaratti,10.5669,72.642,82.56,73,87,8.95,IN,1667565802
528,castelo do piaui,-5.3222,-41.5525,73.6,90,100,4.65,BR,1667565802
529,rangapara,26.8167,92.65,67.86,81,0,3.09,IN,1667565802
530,honningsvag,70.9821,25.9704,44.35,76,100,11.5,NO,1667565803
531,sanjwal,33.7608,72.4336,76.28,35,100,2.71,PK,1667565803
532,hofn,64.2539,-15.2082,44.62,65,0,3.44,IS,1667565803
533,tikhvin,59.6451,33.5294,32.07,82,84,1.97,RU,1667565803
534,tazovskiy,67.4667,78.7,8.73,93,100,7.87,RU,1667565804
535,monroe,43.1501,-77.6831,60.01,65,75,6.91,US,1667565804
536,kitimat,54.0524,-128.6534,37.78,29,100,3.87,CA,1667565804
537,andahuaylas,-13.6556,-73.3872,51.89,87,100,4.12,PE,1667565805
538,vikindu,-7.0067,39.2985,87.44,58,20,12.66,TZ,1667565805
539,komsomolskiy,40.4272,71.7189,54.32,87,75,2.3,UZ,1667565805
540,betong,5.7743,101.0723,73.0,99,100,1.05,TH,1667565806
541,bahia blanca,-38.7196,-62.2724,75.9,27,21,16.17,AR,1667565742
542,pfullendorf,47.9167,9.25,51.13,77,27,2.8,DE,1667565806
543,loiza,18.4313,-65.8802,80.58,81,75,4.61,PR,1667565807
544,hailey,43.5196,-114.3153,26.46,77,75,0.0,US,1667565807
545,goldsboro,35.3849,-77.9928,59.09,100,75,4.61,US,1667565722
546,kasongo,-4.45,26.6667,83.5,56,92,4.03,CD,1667565807
547,almeirim,-1.5233,-52.5817,90.01,49,21,1.83,BR,1667565808
548,saint-francois,46.4154,3.9054,49.44,78,75,12.66,FR,1667565808
549,pochutla,15.7432,-96.4661,72.82,83,35,3.56,MX,1667565808
550,alyangula,-13.8483,136.4192,79.63,62,5,9.73,AU,1667565809
551,paveh,35.0434,46.3565,56.71,34,4,6.64,IR,1667565809
552,asyut,27.181,31.1837,80.78,26,0,11.5,EG,1667565809
553,kargil,34.5667,76.1,42.96,39,100,7.0,IN,1667565810
554,cabo san lucas,22.8909,-109.9124,72.52,80,43,4.0,MX,1667565810
555,jilin,43.0,126.0,25.92,54,0,5.14,CN,1667565810
556,inuvik,68.3499,-133.7218,13.21,85,75,4.61,CA,1667565811
557,cidreira,-30.1811,-50.2056,65.07,57,86,7.45,BR,1667565812
558,camacha,33.0833,-16.3333,71.02,78,20,13.8,PT,1667565812
559,havelock,34.8791,-76.9013,66.18,90,100,4.61,US,1667565589
560,vilhena,-12.7406,-60.1458,70.02,49,0,12.66,BR,1667565688
561,marneuli,41.4759,44.8089,54.34,58,7,7.65,GE,1667565813
562,plettenberg bay,-34.0527,23.3716,69.22,77,17,8.57,ZA,1667565813
563,borovoy,55.4333,86.0833,31.28,93,0,0.0,RU,1667565813
564,sao joao da barra,-21.6403,-41.0511,71.69,52,19,16.04,BR,1667565814
565,ouadda,8.0777,22.4007,90.45,23,84,5.39,CF,1667565814
566,hammerfest,70.6634,23.6821,41.45,81,75,2.3,NO,1667565814
567,mungeli,22.0667,81.6833,73.8,52,0,3.36,IN,1667565815
568,laguna,38.421,-121.4238,48.09,83,75,0.0,US,1667565815
569,gabu,12.2833,-14.2167,93.13,21,72,5.93,GW,1667565815
570,caravelas,-17.7125,-39.2481,71.33,75,100,15.55,BR,1667565816
571,juneau,58.3019,-134.4197,38.21,94,100,9.22,US,1667565816
572,kashi,39.4547,75.9797,56.41,24,66,4.47,CN,1667565816
573,mount isa,-20.7333,139.5,75.74,18,0,15.77,AU,1667565817
574,solnechnyy,50.7214,136.6319,24.62,61,3,1.48,RU,1667565817
